 64,32,Bowtie2, 10000,Simulated,   4.62,5722,  1000,      74,   0.03,1.23,    12,     148,   0.02,1.06,     0,      74,   1.60,4.29,  1000,     104,   3.81,2.06,  1000,     104
128,32,Bowtie2, 10000,Simulated,   4.67,5721,  1000,      74,   0.04,1.04,    17,     104,   0.02,1.94,     0,      74,   1.60,5.85,  1000,     104,   3.88,6.10,  1000,     104
128,64,Bowtie2, 10000,Simulated,   4.53,5721,  1000,      74,   0.06,1.75,    25,     148,   0.02,3.00,     0,      74,   1.57,6.77,  1000,     104,   3.77,7.60,  1000,     104
 32, 8,Bowtie2, 10000,Simulated,   4.52,5723,  1000,     734,   0.01,1.29,     4,     944,   0.03,1.18,     3,     734,   1.54,1.14,  1000,     162,   3.75,2.88,  1000,     162
 32,16,Bowtie2, 10000,Simulated,   4.63,5723,  1000,     734,   0.02,1.45,     6,    1397,   0.04,1.46,     6,     734,   1.58,2.01,  1000,     162,   3.79,2.64,  1000,     162
 64,16,Bowtie2, 10000,Simulated,   4.71,5722,  1000,     734,   0.02,1.93,     8,     921,   0.03,2.65,     3,     734,   1.62,2.51,  1000,     162,   3.90,7.61,  1000,     162
 64,32,Bowtie2, 10000,Simulated,   4.57,5724,  1000,     734,   0.03,1.55,    12,    1398,   0.05,1.41,     6,     734,   1.56,3.99,  1000,     162,   3.75,7.30,  1000,     162
128,32,Bowtie2, 10000,Simulated,   4.56,5724,  1000,     734,   0.04,1.78,    17,     958,   0.03,1.51,     3,     734,   1.58,1.90,  1000,     162,   3.79,6.39,  1000,     162
128,64,Bowtie2, 10000,Simulated,   4.61,5721,  1000,     734,   0.06,1.01,    25,    1416,   0.05,1.27,     6,     734,   1.59,2.14,  1000,     162,   3.83,1.99,  1000,     162
 32, 8,Bowtie2,   248, Illumina,   4.28,6.87,  1546,  408309,   1.25,1.04,   257,  514249,   0.78,1.29,    63,  408309,   4.04,1.18,  1546,   95148,   6.79,1.35,  1546,   95148
 32,16,Bowtie2,   248, Illumina,   4.28,6.13,  1546,  408309,   1.57,1.13,   373,  689571,   0.93,1.81,    94,  408309,   4.01,4.02,  1546,   95148,   6.76,2.97,  1546,   95148
 64,16,Bowtie2,   248, Illumina,   4.27,5.64,  1546,  408309,   1.82,1.43,   490,  476788,   0.75,1.83,    58,  408309,   4.05,2.78,  1546,   95166,   6.77,4.80,  1546,   95166
 64,32,Bowtie2,   248, Illumina,   4.26,3.17,  1546,  408309,   2.30,1.01,   695,  619369,   0.87,2.37,    84,  408309,   3.99,5.63,  1546,   95148,   6.75,5.10,  1546,   95148
128,32,Bowtie2,   248, Illumina,   4.24,3.39,  1546,  408309,   2.89,1.32,   899,  482703,   0.75,1.59,    59,  408309,   3.97,5.79,  1546,   95148,   6.71,3.83,  1546,   95148
128,64,Bowtie2,   248, Illumina,   4.26,3.39,  1546,  408309,   3.58,1.58,  1184,  526760,   0.79,1.21,    68,  408309,   4.01,2.44,  1546,   95160,   6.72,7.29,  1546,   95160
 32, 8,Bowtie2,  4847, Nanopore,   3.36,4092,   715,  103715,   0.02,1.41,     5,  167659,   1.10,2.04,   588,  103715,   1.54,6.88,   715,    4694,   2.74,5.53,   715,    4694
 32,16,Bowtie2,  4847, Nanopore,   3.25,4088,   715,  103715,   0.02,1.83,     8,  281406,   1.58,2.20,   715,  103715,   1.50,2.90,   715,    4709,   2.70,1.10,   715,    4704
 64,16,Bowtie2,  4847, Nanopore,   3.30,4105,   715,  103715,   0.03,1.58,    10,  159016,   1.14,1.23,   612,  103715,   1.52,5.63,   715,    4694,   2.70,1.18,   715,    4694
 64,32,Bowtie2,  4847, Nanopore,   3.30,4106,   715,  103715,   0.04,1.44,    16,  249667,   1.60,1.27,   711,  103715,   1.54,2.66,   715,    4710,   2.72,5.88,   715,    4705
128,32,Bowtie2,  4847, Nanopore,   3.36,4090,   715,  103715,   0.05,1.34,    21,  134082,   0.94,2.11,   575,  103715,   1.52,1.29,   715,    4709,   2.72,4.75,   715,    4704
128,64,Bowtie2,  4847, Nanopore,   3.24,4095,   715,  103715,   0.07,1.85,    31,  199036,   1.50,1.03,   711,  103715,   1.49,4.92,   715,    4704,   2.64,5.53,   715,    4704
